chr,loc,cms_score,gene_name
8,716979,12.1275,"DLGAP2,ERICH1,LOC401442"
5,168561395,12.1259,"LOC728095,SLIT3"
6,124661342,12.1217,NKAIN2
16,31077335,12.1137,"BCKDK,HSD3B7,KAT8,PRSS36,PRSS53,PRSS8,SETD1A,STX1B,STX4,VKORC1,ZNF646,ZNF668"
2,26801586,12.11,"C2orf70,CIB4,OTOF"
8,128999640,12.0847,"MIR1205,MIR1206,MIR1207,PVT1,TMEM75"
1,182413323,12.0798,"GLUL,LINC00272,RGSL1,TEDDM1"
4,174630345,12.0555,
15,97924124,12.0548,LINC02254
20,40981002,12.0543,PTPRT
20,32407035,12.0473,"CHMP4B,PXMP4,ZNF341,ZNF341-AS1"
3,122936084,12.0462,"ADCY5,MIR7110,PDIA5,SEC22A"
12,22891044,12.0384,ETNK1
12,50318450,12.0351,"AQP2,AQP5,AQP6,BCDIN3D,BCDIN3D-AS1,FAIM2,LINC02395,LINC02396,LOC101927318,NCKAP5L,RACGAP1"
21,35849290,12.0268,"FAM243A,FAM243B,KCNE1,KCNE1B,RCAN1,SMIM11A,SMIM11B"
21,43462379,12.0257,"C2CD2,SNORA91,UMODL1,UMODL1-AS1,ZBTB21,ZNF295-AS1"
3,197565048,12.0168,"FYTTD1,IQCG,LRCH3,RUBCN"
17,51012956,12.011,"C17orf112,LINC02089"
1,183968532,11.9908,"COLGALT2,RGL1,TSEN15"
9,119520093,11.9844,"ASTN2,TRIM32"
1,195632830,11.9844,
5,157133617,11.9793,"C5orf52,CLINT1,LSM11,SOX30,THG1L"
8,103724653,11.977,"GASAL1,KLF10"
3,122266153,11.9764,"DTX3L,KPNA1,PARP15,PARP9"
16,64195003,11.9724,
16,26636603,11.9617,
11,68758162,11.9606,"IGHMBP2,MIR3164,MRGPRD,MRGPRF,MRGPRF-AS1,MRPL21,TPCN2"
9,33118111,11.9511,"B4GALT1,B4GALT1-AS1,DNAJA1,SMU1"
20,56034988,11.9511,"CTCFL,LOC100291105,RAE1,RBM38"
19,10349118,11.9508,"DNMT1,FDX2,ICAM1,ICAM3,ICAM4,ICAM5,MIR4322,MRPL4,RAVER1,S1PR2,ZGLP1"
14,59520674,11.9452,LINC01500
7,150732463,11.935,"ABCB8,AGAP3,ASIC3,ATG9B,CDK5,FASTK,KCNH2,NOS3,SLC4A2,TMUB1"
4,39602845,11.9346,"SMIM14,UBE2K,UGDH,UGDH-AS1"
1,156032887,11.9214,"ARHGEF2,LAMTOR2,LMNA,MEX3A,RAB25,SEMA4A,SSR2,UBQLN4"
11,62225775,11.9187,"AHNAK,ASRGL1,SCGB1A1"
10,16419321,11.9182,PTER
11,125069793,11.9147,"PKNOX2,PKNOX2-AS1,TMEM218"
4,162715230,11.9106,FSTL5
6,156510479,11.9099,
5,77216026,11.908,"AP3B1,LOC101929154"
12,115678764,11.9036,
2,164607466,11.9003,FIGN
4,174547485,11.898,"HAND2,HAND2-AS1"
22,36830097,11.8951,"EIF3D,FOXRED2,MYH9,TXN2"
13,64222455,11.8933,"LINC00395,OR7E156P"
11,133574298,11.8892,LOC646522
15,51004650,11.8876,"SPPL2A,TRPM7"
20,742217,11.8826,"FAM110A,SCRT2,SLC52A3"
6,148018120,11.873,
8,25825362,11.8655,EBF2
14,96016796,11.8527,"GLRX5,LINC02318,SCARNA13,SNHG10,SYNE3"
3,169019906,11.8504,MECOM
14,69131962,11.8496,"LOC100996664,RAD51B"
5,143005569,11.8466,MIR5197
12,114827707,11.8357,"TBX5,TBX5-AS1"
3,195555533,11.8236,"LINC01983,MIR6829,MUC20,MUC4,TNK2,TNK2-AS1"
1,230277115,11.8225,GALNT2
2,53842082,11.8157,"ASB3,GPR75-ASB3"
13,96849911,11.8103,HS6ST3
7,131791194,11.8102,PLXNA4
4,133751147,11.7964,
2,72102703,11.793,
2,153174130,11.7904,FMNL2
4,100152864,11.7742,"ADH1A,ADH1B,ADH4,ADH6,LOC100507053,PCNAP1"
13,104240652,11.7682,
12,76110751,11.7682,
6,55158712,11.7681,"GFRAL,HCRTR2"
15,62099335,11.7681,"LINC02349,VPS13C"
12,130642315,11.7657,"FZD10,FZD10-DT,LINC02419"
21,39724571,11.7637,"ERG,KCNJ15,LINC01423"
1,11584628,11.7609,"DISP3,LINC01647"
6,157917447,11.7601,"MIR3692,ZDHHC14"
3,69002853,11.7601,"EOGT,FAM19A4,MIR3136,TMF1"
2,206806530,11.7601,INO80D
17,55509272,11.7553,"LOC101927557,MSI2"
5,141633818,11.7516,"NDFIP1,SPRY4,SPRY4-AS1,SPRY4-IT1"
4,60265646,11.747,
18,75243361,11.7432,
7,123854681,11.7414,
1,176096760,11.7361,COP1
1,54314930,11.7278,"DIO1,HSPB11,LRRC42,NDC1,YIPF1"
10,46930830,11.7158,"GPRIN2,LOC101927699,LOC102724593,SHLD2P1,SYT15"
11,94748973,11.698,"CWC15,ENDOD1,KDM4D,KDM4E,SRSF8"
2,34038728,11.6965,"LINC01317,MYADML"
19,58254109,11.6943,"FKBP1AP1,ZNF154,ZNF211,ZNF551,ZNF552,ZNF586,ZNF587B,ZNF671,ZNF776,ZSCAN4"
12,31514389,11.6937,"DENND5B,FLJ13224,LINC02387,SINHCAF"
7,38950137,11.6916,"POU6F2,POU6F2-AS2,VPS41"
11,131656518,11.6916,NTM
1,58853263,11.6899,OMA1
20,42082957,11.6808,"L3MBTL1,SRSF6"
1,110629992,11.6807,"AHCYL1,ALX3,LINC01397,SLC6A17,STRIP1,UBL4B"
10,20803698,11.6705,MIR4675
6,168817464,11.6702,"DACT2,SMOC2"
15,81084877,11.6666,"ABHD17C,CEMIP,MIR549A"
16,1271175,11.6611,"CACNA1H,TPSAB1,TPSB2,TPSD1,TPSG1,UBE2I"
8,41485041,11.648,"ANK1,GINS4,GPAT4,LOC102723729,MIR486-1,MIR486-2,NKX6-3"
3,88439647,11.6465,
12,96299676,11.637,"AMDHD1,CCDC38,HAL,LINC02410,LOC105369921,LTA4H,SNRPF"
9,93599787,11.6328,SYK
16,9797339,11.627,GRIN2A
3,117428016,11.6123,LINC02024
2,71212130,11.6103,"ANKRD53,ATP6V1B1,ATP6V1B1-AS1,LINC01143,NAGK,OR7E91P,TEX261,VAX2"
1,81488624,11.6073,
14,43289067,11.6058,
5,22635369,11.5973,CDH12
3,25327793,11.5932,"RARB,RARB-AS1"
19,32153007,11.5903,THEG5
10,45982091,11.5903,"ALOX5,LOC102724323,MARCH8"
1,77220237,11.5903,LINC02567
20,52583181,11.5873,"BCAS1,SUMO1P1"
10,77662192,11.5868,LRMDA
3,67300170,11.5848,MIR4272
4,8782293,11.5819,HMX1
6,146698654,11.5804,GRM1
15,37173524,11.5731,"C15orf41,CSNK1A1P1,LOC145845,MEIS2,MIR8063"
9,10187295,11.5655,PTPRD
11,126052602,11.5581,"FAM118B,FOXRED1,RPUSD4,SRPRA"
7,15059326,11.5441,DGKB
8,59305455,11.5414,"CYP7A1,UBXN2B"
13,72415774,11.538,DACH1
9,1500059,11.5359,
4,164467848,11.5334,"MARCH1,TKTL2,TMA16"
18,35782683,11.5204,
10,20268852,11.515,PLXDC2
9,12036175,11.5034,
7,7351169,11.5012,"C1GALT1,COL28A1,LOC101927354"
13,64120446,11.4968,
2,71978904,11.4888,DYSF
19,53350597,11.4876,"ZNF28,ZNF320,ZNF321P,ZNF468,ZNF600,ZNF816-ZNF321P,ZNF888"
3,189556696,11.4846,"MIR944,TP63"
12,66852267,11.4801,GRIP1
8,106254571,11.4769,ZFPM2
7,57305211,11.4752,"GUSBP10,LOC105375297,ZNF479"
12,47593778,11.4742,"MIR4698,PCED1B,PCED1B-AS1"
10,125927017,11.4682,CHST15
12,98778436,11.4675,SLC9A7P1
22,47786315,11.4641,"LINC01644,LOC339685"
3,21448653,11.4588,"VENTXP7,ZNF385D"
4,119877359,11.4505,SYNPO2
4,173960762,11.4464,"GALNTL6,LOC101930370"
13,94914043,11.4411,"GPC6,GPC6-AS1"
10,46052075,11.4391,"MARCH8,ZFAND4"
3,83688961,11.4276,
2,42085362,11.4276,"C2orf91,LINC01913,LINC01914"
3,28808234,11.4263,LINC00693
12,7849523,11.4263,"APOBEC1,CLEC4C,DPPA3,GDF3,NANOG,NANOGNB"
14,49260570,11.421,
14,33583043,11.4171,NPAS3
17,74919213,11.416,"LINC00868,LOC105371899,MGAT5B"
11,13789124,11.416,"FAR1,LINC02545,LINC02548"
1,237416328,11.4135,RYR2
9,18326279,11.4103,
18,59450622,11.4103,"LINC01544,RNF152"
14,38568421,11.4103,
6,111263158,11.4069,"AMD1,GTF3C6,RPF2,SNORA40C"
12,68747836,11.4053,"LINC02384,MDM1"
1,162929629,11.4053,CCDC190
3,28609604,11.39,"LINC00693,ZCWPW2"
3,28599160,11.39,"LINC00693,ZCWPW2"
19,6624812,11.3871,"C3,CD70,TNFSF14,TNFSF9"
4,133521064,11.3829,LINC01256
5,167912404,11.3817,"FBLL1,MIR103A1,MIR103B1,PANK3,RARS,WWC1"
12,29055655,11.3743,
15,23042155,11.3714,"CYFIP1,LOC283683,NIPA1,NIPA2"
13,35102607,11.3714,"LINC00457,LINC02343"
2,31363732,11.3548,"CAPN14,EHD3,GALNT14"
20,24531208,11.3422,SYNDIG1
22,45010315,11.3382,"LINC00207,LINC00229,PRR5,PRR5-ARHGAP8"
16,8958463,11.3317,"ABAT,CARHSP1,LOC100130283,PMM2,TMEM186,USP7"
3,68671753,11.3276,FAM19A1
2,157005696,11.3276,LINC01876
21,40319387,11.3274,"LINC01700,LOC101928398,LOC400867"
2,42324553,11.3149,"EML4,LOC102723824,PKDCC"
4,99619660,11.3099,"LOC105377342,TSPAN5"
1,229157752,11.3044,
6,13919684,11.2892,RNF182
2,177001056,11.2892,"EVX2,HAGLR,HAGLROS,HOXD-AS2,HOXD1,HOXD10,HOXD11,HOXD12,HOXD13,HOXD3,HOXD4,HOXD8,HOXD9,LOC401021,MIR10B,MIR7704"
12,14291300,11.2892,
11,45130226,11.2876,PRDM11
8,56443698,11.2813,"LOC105375843,SBF1P1,XKR4"
1,86751115,11.2806,"MIR7856,ODF2L"
13,59295972,11.2752,
16,23782739,11.2644,"CHP2,DCTN5,ERN2,PLK1,PRKCB"
13,80783389,11.2628,
12,117170989,11.2628,"C12orf49,RNFT2"
1,176224764,11.2626,COP1
12,121163261,11.2611,"ACADS,CABP1,MIR4700,MLEC,SPPL3,UNC119B"
15,51968174,11.254,"DMXL2,LYSMD2,SCG3,TMOD2"
1,231589457,11.2514,"EGLN1,SNRPD2P2,SPRTN,TSNAX,TSNAX-DISC1"
3,5901842,11.2279,
2,227152557,11.2249,
18,44134616,11.2126,"LOXHD1,RNF165"
6,42645286,11.2031,"ATP6V0CP3,BICRAL,PRPH2,TBCC,UBR2"
4,55822387,11.1949,
6,163554914,11.1918,"PACRG,PACRG-AS2,PACRG-AS3"
1,198799461,11.1918,"MIR181A1,MIR181A1HG,MIR181B1,PTPRC"
1,194830729,11.1851,
13,73026259,11.1743,
17,30139622,11.1732,"COPRS,UTP6"
15,42549033,11.1673,"GANC,MIR627,TMEM87A,VPS39"
4,155342365,11.1666,DCHS2
1,231603469,11.1666,"EGLN1,SNRPD2P2,TSNAX,TSNAX-DISC1"
13,74188673,11.1605,"KLF12,LINC00392"
5,77177914,11.1459,LOC101929154
15,60983676,11.1419,"RORA,RORA-AS1,RORA-AS2"
14,94331161,11.1413,"ASB2,FAM181A,FAM181A-AS1,MIR4506,PRIMA1"
3,68197121,11.1396,FAM19A1
15,44053617,11.1395,"CATSPER2P1,CKMT1A,ELL3,HYPK,MFAP1,MIR1282,PDIA3,PPIP5K1P1-CATSPER2,SERF2,SERF2-C15ORF63,SERINC4,STRCP1,WDR76"
1,241779862,11.1355,"CHML,FH,KMO,OPN3,WDR64"
2,56402037,11.1328,"CCDC85A,LINC01813,LOC100129434"
13,69395015,11.1316,LINC00550
9,140294992,11.1289,"ENTPD8,EXD3,MIR7114,NOXA1,NRARP,NSMF,PNPLA7"
1,110855836,11.1281,"KCNC4,LAMTOR5,LAMTOR5-AS1,RBM15,RBM15-AS1,SLC16A4"
12,113177251,11.125,"MIR1302-1,RPH3A"
10,22787174,11.1088,"LOC100499489,PIP4K2A,SPAG6"
7,128784594,11.1066,"AHCYL2,LOC407835,SMO,TNPO3,TPI1P2,TSPAN33"
18,35800010,11.0945,
11,75297238,11.0907,"GDPD5,LOC105369391,MAP6,SERPINH1"
10,47339689,11.0882,"BMS1P2,SHLD2P3"
13,51132903,11.0875,"DLEU1,DLEU1-AS1"
6,14957318,11.0868,
12,4683124,11.0868,"AKAP3,C12orf4,DYRK4,NDUFA9,RAD51AP1"
3,59583840,11.0846,LOC339902
6,165156961,11.0836,MEAT6
18,74722860,11.081,"MBP,ZNF236"
17,50991079,11.0782,"C17orf112,LINC02089"
3,68328378,11.0775,FAM19A1
16,24915246,11.0522,"ARHGAP17,SLC5A11,TNRC6A"
5,39311112,11.0433,"C9,DAB2,FYB1"
4,70530960,11.0237,"SULT1B1,UGT2A1,UGT2A2"
12,97037123,11.0237,CFAP54
2,172919959,11.0154,"DLX1,DLX2,DLX2-DT,HAT1,METAP1D"
22,48741583,11.0061,MIR3201
3,11226922,11.0039,"ATG7,HRH1"
10,18508459,11.0039,CACNB2
4,79578219,10.9999,"ANXA3,LINC01094"
21,27255491,10.9999,APP
12,113929046,10.997,"LHX5,LHX5-AS1,SDS,SDSL"
10,55872290,10.9903,PCDH15
21,15668384,10.989,"ABCC13,HSPA13,LIPI,RBM11"
16,89251851,10.9866,"ACSF3,ANKRD11,CDH15,LINC00304,LINC02138,SLC22A31,ZNF778"
1,203712996,10.9826,"ATP2B4,LAX1,LINC00260,SNORA77,ZBED6,ZC3H11A"
6,710558,10.982,"EXOC2,HUS1B"
22,41372696,10.9799,"RBX1,SNORD140,XPNPEP3"
10,14626792,10.9784,FAM107B
16,62476146,10.9767,
7,4580190,10.9705,
5,160184106,10.9695,ATP10B
10,27015405,10.9672,"ABI1,FAM238B,PDSS1"
16,80407577,10.966,LOC102724084
2,182909699,10.9655,"PDE1A,PPP1R1C"
19,32301974,10.9624,
7,5185897,10.945,"RBAK,RBAK-RBAKDN,RBAKDN,WIPI2,ZNF890P"
8,90597595,10.9445,
2,227324769,10.9442,
16,74221166,10.9426,LOC101928035
6,162934356,10.9355,PRKN
7,37946501,10.9297,"EPDR1,NME8,SFRP4"
1,194013933,10.9266,
15,95537411,10.921,
6,19393827,10.9153,LOC105374960
1,166813933,10.9146,"ILDR2,POGK,TADA1"
1,198815905,10.9087,"MIR181A1,MIR181A1HG,MIR181B1,PTPRC"
20,1278780,10.9085,"C20orf202,FKBP1A,FKBP1A-SDCBP2,MIR6869,RAD21L1,SDCBP2,SDCBP2-AS1,SNPH"
2,234652717,10.9081,"DNAJB3,HJURP,LOC100286922,MROH2A,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"
8,17417329,10.9041,"MTUS1,PDGFRL,SLC7A2"
3,156231341,10.9041,"KCNAB1,KCNAB1-AS1,SSR3"
11,92667658,10.9041,"FAT3,LOC105369431,MTNR1B"
1,18516925,10.9041,IGSF21
16,10184220,10.8982,GRIN2A
12,125454136,10.8967,"AACS,BRI3BP,DHX37,MIR5188,THRIL,UBC"
1,30684815,10.8941,
9,82081916,10.8899,
3,88367906,10.887,
14,78392555,10.887,ADCK1
1,34038666,10.887,"CSMD2,ZSCAN20"
11,12002900,10.8782,"DKK3,LINC02547,USP47"
18,50189408,10.878,DCC
10,79344995,10.8759,KCNMA1
6,112811807,10.875,
15,92680062,10.8722,SLCO3A1
5,78278299,10.8686,"ARSB,BHMT2,DMGDH"
10,15289064,10.8663,"FAM171A1,NMT2,PPIAP30"
11,117986853,10.8652,"JAML,SCN2B,SCN4B,SMIM35,TMPRSS4"
12,49601731,10.8532,"LMBR1L,LOC101927267,PRPH,TUBA1A,TUBA1B,TUBA1C"
19,12532525,10.8529,"ZNF442,ZNF443,ZNF563,ZNF709,ZNF799"
7,146356208,10.8489,CNTNAP2
5,76856617,10.8455,"OTP,WDR41"
17,6159654,10.8451,
14,95851441,10.8383,"CLMN,LINC02292,SYNE3"
11,64294119,10.8383,"LOC100996455,NRXN2,SLC22A11,SLC22A12"
15,50356183,10.838,ATP8B4
17,70368070,10.8315,"LINC00673,LINC02003"
21,22189963,10.8266,LINC00320
10,96592144,10.8063,"CYP2C18,CYP2C19"
6,51963410,10.8053,"IL17A,LINCMD1,MIR133B,MIR206,PKHD1"
1,55175322,10.8053,"ACOT11,FAM151A,LEXM,MROH7,MROH7-TTC4,PARS2,TTC22,TTC4"
2,171101265,10.8042,"MYO3B,MYO3B-AS1"
21,21813855,10.79,
13,77408976,10.774,"BTF3P11,KCTD12"
4,185794844,10.773,"ACSL1,LINC01093,MIR3945,MIR3945HG,MIR4455,SLED1"
12,29990110,10.7729,TMTC1
13,76068181,10.77,"COMMD6,TBC1D4,UCHL3"
5,156817202,10.7656,"ADAM19,CYFIP2,FNDC9,LOC102724404,NIPAL4"
18,12219995,10.7631,"ANKRD62,C18orf61,CIDEA,TUBB6"
12,3760255,10.7621,"CRACR2A,PRMT8"
8,24739408,10.7563,"MIR6841,NEFL,NEFM"
7,104033379,10.7549,LHFPL3
14,89858321,10.7543,"FOXN3,FOXN3-AS1"
13,29877197,10.7543,MTUS2
14,98220500,10.7393,"LINC02291,LINC02312"
10,56309138,10.7382,"LOC105378311,MIR548F1,PCDH15"
6,144318433,10.7341,"HYMAI,PLAGL1,SF3B5,ZC2HC1B"
7,17133853,10.7333,
12,614206,10.7333,"B4GALNT3,CCDC77,LOC105369595,NINJ2"
8,90601295,10.7272,
4,68810246,10.7272,"TMPRSS11A,TMPRSS11D,TMPRSS11GP"
11,24437846,10.7272,LUZP2
7,148618133,10.7268,"EZH2,GHET1,PDIA4"
1,4725628,10.7249,"AJAP1,LINC01646"
5,157200714,10.7042,"C5orf52,CLINT1,LSM11,THG1L"
14,48536772,10.7027,
5,81070124,10.7016,SSBP2
2,14081905,10.7007,
1,32017712,10.6931,"HCRTR1,LINC01225,LINC01226,PEF1,TINAGL1"
1,101212256,10.692,"LINC01349,VCAM1"
8,26455400,10.6898,"DPYSL2,PNMA2"
4,169990337,10.6898,"CBR4,SH3RF1"
19,45331725,10.6737,"APOC1,APOC1P1,APOE,BCAM,BCL3,CBLC,MIR8085,NECTIN2,TOMM40"
5,162844001,10.671,"CCNG1,HMMR,HMMR-AS1,MAT2B,NUDCD2"
1,48217740,10.6649,TRABD2B
14,106854643,10.6577,LINC00221
2,153610707,10.6539,"ARL6IP6,PRPF40A"
15,52403356,10.6539,"BCL2L10,CERNA1,GNB5,MAPK6,MAPK6-DT,MYO5C"
10,64817255,10.6394,NRBF2
6,19427506,10.6382,LOC105374960
2,167032796,10.6319,"SCN1A,SCN1A-AS1,SCN9A"
3,122683916,10.6315,"LINC02035,SEMA5B,SLC49A4"
18,77706725,10.629,"HSBP1L1,KCNG2,PQLC1,RBFA,TXNL4A"
11,57309988,10.6262,"MIR130A,RTN4RL2,SERPING1,SLC43A1,SMTNL1,TIMM10,UBE2L6"
4,72545853,10.6245,GC
3,118936391,10.6181,"ARHGAP31,ARHGAP31-AS1,B4GALT4,B4GALT4-AS1,C3orf30,IGSF11,UPK1B"
10,96239719,10.6153,"HELLS,TBC1D12"
11,118153511,10.6075,"CD3D,CD3E,CD3G,JAML,LOC100131626,MPZL2,MPZL3,UBE4A"
3,87888936,10.6061,HTR1F
1,77468098,10.6033,"MIR7156,PIGK,ST6GALNAC5"
19,42451963,10.6014,"ARHGEF1,ATP1A3,CD79A,DMRTC2,GRIK5,LOC100505585,LOC390937,MIR6797,RABAC1,RPS19"
14,25535337,10.5975,STXBP6
19,34229957,10.5974,"CHST8,KCTD15"
19,10401098,10.5955,"DNMT1,FDX2,ICAM1,ICAM3,ICAM4,ICAM5,MIR4322,MRPL4,RAVER1,S1PR2,TYK2,ZGLP1"
7,126631568,10.5939,"GRM8,MIR592"
6,14763796,10.5939,
3,67009611,10.5939,KBTBD8
3,66994178,10.5939,KBTBD8
3,31287062,10.5939,MIR466
11,63054983,10.5939,"SLC22A10,SLC22A25,SLC22A9"
10,34201682,10.5917,
13,77397101,10.5904,KCTD12
11,124962245,10.5904,"CCDC15,PKNOX2,PKNOX2-AS1,SLC37A2,TMEM218"
1,175981193,10.5904,"COP1,SCARNA3"
17,69471773,10.588,
7,36117766,10.5816,"EEPD1,LOC101928618"
7,20754501,10.5796,"ABCB5,SP8"
4,121443016,10.5782,
17,4341387,10.5767,"SPNS2,SPNS3,UBE2G1"
7,131496497,10.5744,LOC101928782
6,16109008,10.5639,"MIR4639,MYLIP"
13,30780397,10.5525,"KATNAL1,LINC00365,LINC00384"
2,182226778,10.5509,"ITGA4,LINC01934,MIR4437"
2,173131660,10.5469,
5,160503415,10.5459,
2,101528153,10.5446,"LOC101927142,NPAS2,RPL31,TBC1D8"
15,61911182,10.5445,
2,152923906,10.5417,"CACNB4,STAM2"
10,23662769,10.5412,"C10orf67,LOC105376453,OTUD1"
5,2627929,10.5405,LSINCT5
6,46943493,10.5382,"ADGRF1,ADGRF5,LOC101926962"
21,38386533,10.5382,"HLCS,LOC105372795,PIGP,RIPPLY3,TTC3"
11,76867135,10.5382,"CAPN5,GDPD4,MYO7A,OMP"
1,86585845,10.5382,COL24A1
12,52321150,10.5366,"ACVR1B,ACVRL1,ANKRD33,FIGNL2,GRASP,GRASP-AS1,LOC105369971,NR4A1"
11,98706549,10.5366,
7,63790660,10.5328,"ZNF679,ZNF736"
1,106799790,10.5328,
14,98169782,10.5276,"LINC02291,LINC02312"
11,132938222,10.5274,OPCML
10,19425531,10.5227,MALRD1
15,42761929,10.5163,"CAPN3,HAUS2,LRRC57,SNAP23,ZNF106"
11,112187392,10.5109,"BCO2,LOC100132686,LOC283140,PLET1,PTS"
4,74412804,10.5041,"AFM,AFP,LINC02499,RASSF6"
2,183076824,10.5041,"PDE1A,PPP1R1C"
2,57054352,10.5037,
20,1455810,10.5017,"FKBP1A,FKBP1A-SDCBP2,MIR6869,NSFL1C,SDCBP2-AS1,SIRPB1,SIRPB2,SIRPD"
3,144355882,10.5008,
8,99366439,10.4981,"KCNS2,NIPAL2"
2,181578823,10.4971,SCHLAP1
9,10409555,10.4959,PTPRD
2,160326073,10.4937,BAZ2B
8,28062120,10.4927,ELP3
3,83873301,10.4835,
3,188365278,10.4776,"LPP,LPP-AS1,MIR28"
12,122988800,10.4703,"CLIP1,KNTC1,RSRC2,ZCCHC8"
3,168032719,10.467,EGFEM1P
16,12937344,10.4546,"CPPED1,SHISA9"
10,12492867,10.4546,CAMK1D
21,25964614,10.4532,LINC01684
7,14694038,10.4502,DGKB
14,100226099,10.4496,"CYP46A1,EML1,HHIPL1"
9,11912375,10.4452,
5,111586341,10.4452,"EPB41L4A,EPB41L4A-AS1,LOC101927023,SNORA13"
11,8839229,10.4427,"AKIP1,LOC102724784,ST5"
6,21215301,10.4355,CDKAL1
1,31258827,10.434,"LAPTM5,LINC01778,MATN1,MATN1-AS1,MIR4420,SDC3"
12,7772473,10.4318,"APOBEC1,DPPA3,GDF3"
6,52217067,10.4275,"EFHC1,MCM3,PAQR8"
21,45716818,10.4256,"AIRE,CFAP410,DNMT3L,ICOSLG,LOC102723996,LOC105372833,PFKL,TRPM2"
11,12900190,10.4231,TEAD1
2,161808843,10.4201,
2,161797329,10.4201,
16,9546065,10.4132,"LINC01177,LINC01195,LINC02177"
2,16762269,10.413,FAM49A
9,137835862,10.4122,"COL5A1,FCN1,FCN2,LOC101448202,MIR3689A,MIR3689B,MIR3689C,MIR3689D1,MIR3689D2,MIR3689E,MIR3689F"
5,141212652,10.4121,"DELE1,LOC729080,PCDH1"
5,135335327,10.4109,"FBXL21P,LECT2,TGFBI,VTRNA2-1"
3,28399749,10.4098,"AZI2,CMC1,ZCWPW2"
7,21146858,10.4068,LINC01162
12,16001037,10.4048,"DERA,EPS8,STRAP"
12,15992221,10.4048,"DERA,EPS8,STRAP"
6,16296707,10.4044,"ATXN1,GMPR"
15,50987025,10.4021,"SPPL2A,TRPM7"
7,151137733,10.3983,"CRYGN,MIR3907,NUB1,RHEB,WDR86,WDR86-AS1"
21,43792665,10.3927,"ABCG1,RSPH1,TFF1,TFF2,TFF3,TMPRSS3,UBASH3A"
4,69147331,10.3888,"FTLP10,TMPRSS11B,TMPRSS11BNL,YTHDC1"
14,24536750,10.3888,"CARMIL3,CPNE6,DCAF11,DHRS4,DHRS4L1,DHRS4L2,EMC9,FITM1,IRF9,MIR7703,NRL,PCK2,PSME1,PSME2,RNF31"
13,64747965,10.3888,LINC00355
17,30241409,10.3881,"COPRS,LRRC37B,SUZ12,UTP6"
8,98162818,10.3732,"CPQ,LOC101927066"
15,85453894,10.3732,"ALPK3,PDE8A,SLC28A1"
5,80503567,10.3721,"CKMT2,CKMT2-AS1,RASGRF2,RNU5D-1,RNU5E-1,ZCCHC9"
8,3455844,10.3666,CSMD1
7,45250903,10.365,"RAMP3,TBRG4"
2,135276950,10.3634,"MGAT5,TMEM163"
14,25323593,10.3623,STXBP6
4,127653830,10.3601,
5,132859945,10.3581,"FSTL4,MIR1289-2"
4,69588200,10.358,"UGT2B10,UGT2B15"
1,208559656,10.3494,
1,175388626,10.3468,TNR
20,5646756,10.344,"GPCPD1,SHLD1"
8,26160743,10.3435,"BNIP3L,PPP2R2A,SDAD1P1"
9,124671402,10.3431,TTLL11
4,183798517,10.3424,"DCTD,TENM3"
12,126451804,10.3398,LINC00939
6,71687511,10.3385,B3GAT2
5,141408439,10.3385,"DELE1,GNPDA1,NDFIP1,PCDH12,RNF14"
5,78788648,10.3299,HOMER1
6,170584403,10.3293,"DLL1,FAM120B,LINC01624,LOC154449,LOC285804,MIR4644"
5,146638648,10.3256,"STK32A,STK32A-AS1"
14,46183122,10.3249,LINC02303
17,33508631,10.3156,"FNDC8,NLE1,RAD51D,RAD51L3-RFFL,RFFL,SLC35G3,SLFN5,UNC45B"
3,59323598,10.3143,
1,176406553,10.3081,PAPPA2
15,65759743,10.3045,"DPP8,HACD3,IGDCC3,IGDCC4"
1,184228615,10.3045,
14,89644617,10.3044,FOXN3
4,92267558,10.3017,CCSER1
11,128303735,10.2996,"ETS1,ETS1-AS1,MIR6090"
9,35481412,10.2993,"ATP8B5P,FAM166B,RUSC2,UNC13B"
2,281741,10.2987,"ACP1,ALKAL2,LINC01865,SH3YL1"
13,98550871,10.2965,IPO5
14,62750202,10.2964,
6,157226386,10.291,ARID1B
10,73078447,10.2903,"CDH23,SLC29A3,UNC5B"
7,147317086,10.2894,"CNTNAP2,LOC105375556"
4,73836294,10.2892,COX18
20,57673232,10.2881,"ATP5F1E,CTSZ,PRELID3B,SLMO2-ATP5E,TUBB1,ZNF831"
3,182446909,10.2755,ATP11B
4,69634175,10.2674,"UGT2B10,UGT2B15"
3,72211116,10.2657,"LINC00870,LINC00877"
12,9378113,10.2657,"A2MP1,LINC00987,LOC642846,MIR1244-1,MIR1244-2,MIR1244-3,MIR1244-4,PZP"
11,96481202,10.2657,
15,49810552,10.265,"FAM227B,FGF7"
5,36437654,10.2646,
11,95416248,10.2639,FAM76B
2,162961929,10.2603,"DPP4,FAP,GCG,LOC100131604,LOC101929532"
18,22419281,10.2549,"LINC01894,LOC105372028"
7,28905812,10.2538,"CREB5,TRIL"
9,7104271,10.2515,KDM4C
6,55681052,10.2515,BMP5
18,12015915,10.2515,"ANKRD62,IMPA2"
4,48129763,10.2455,"NIPAL1,TEC,TXK"
2,32502507,10.2412,"BIRC6,NLRC4,SLC30A6,YIPF4"
10,27271427,10.2412,"ANKRD26,FAM238C"
